81	+28.26	+29.87	+6.22
82	+28.26	+29.88	+6.22
83	+28.28	+29.88	+6.22
84	+28.28	+29.88	+6.22
85	+28.28	+29.88	+6.22
86	+28.26	+29.88	+6.22
87	+28.26	+29.88	+6.22
88	+28.26	+29.88	+6.22
89	+28.26	+29.88	+6.22
90	+28.26	+29.88	+6.22
91	+28.26	+29.88	+6.22
92	+28.26	+29.87	+6.22
93	+28.28	+29.88	+6.22
94	+28.26	+29.87	+6.22
95	+28.26	+29.88	+6.22
96	+28.26	+29.88	+6.22
97	+28.26	+29.87	+6.22
98	+28.28	+29.87	+6.22
99	+28.28	+29.88	+6.22
100	+28.28	+29.87	+6.22
101	+28.26	+29.87	+6.22
102	+28.26	+29.88	+6.22
103	+28.28	+29.88	+6.22
104	+28.26	+29.88	+6.22
105	+28.26	+29.88	+6.22
106	+28.26	+29.88	+6.22
107	+28.28	+29.88	+6.22
108	+28.28	+29.88	+6.22
109	+28.26	+29.88	+6.22
110	+28.28	+29.88	+6.22
111	+28.26	+29.88	+6.22
112	+28.26	+29.88	+6.22
113	+28.28	+29.88	+6.22
114	+28.28	+29.88	+6.22
115	+28.26	+29.88	+6.22
116	+28.28	+29.88	+6.22
117	+28.28	+29.88	+6.22
118	+28.26	+29.88	+6.22
119	+28.26	+29.87	+6.22
120	+28.26	+29.88	+6.22
121	+28.28	+29.88	+6.22
122	+28.28	+29.88	+6.22
123	+28.28	+29.88	+6.22
124	+28.26	+29.88	+6.22
125	+28.28	+29.88	+6.22
126	+28.28	+29.88	+6.22
127	+28.26	+29.88	+6.22
128	+28.28	+29.88	+6.22
129	+28.28	+29.88	+6.22
130	+28.26	+29.87	+6.22
131	+28.28	+29.88	+6.22
132	+28.26	+29.88	+6.22
133	+28.28	+29.88	+6.22
134	+28.28	+29.88	+6.22
135	+28.26	+29.88	+6.22
136	+28.26	+29.88	+6.22
137	+28.26	+29.88	+6.22
138	+28.26	+29.88	+6.22
139	+28.28	+29.88	+6.22
140	+28.26	+29.87	+6.22
141	+28.26	+29.88	+6.22
142	+28.26	+29.87	+6.22
143	+28.26	+29.88	+6.22
144	+28.26	+29.87	+6.22
145	+28.28	+29.88	+6.22
146	+28.26	+29.88	+6.22
147	+28.26	+29.88	+6.22
148	+28.28	+29.88	+6.22
149	+28.28	+29.87	+6.22
150	+28.28	+29.88	+6.22
151	+28.28	+29.88	+6.22
152	+28.26	+29.88	+6.22
153	+28.28	+29.88	+6.22
154	+28.26	+29.87	+6.22
155	+28.26	+29.88	+6.22
156	+28.26	+29.88	+6.22
157	+28.26	+29.88	+6.22
158	+28.26	+29.88	+6.22
159	+28.28	+29.87	+6.22
160	+28.26	+29.88	+6.22
161	+28.26	+29.87	+6.22
162	+28.26	+29.88	+6.22
163	+28.26	+29.88	+6.22
164	+28.26	+29.88	+6.22
165	+28.26	+29.88	+6.22
166	+28.26	+29.88	+6.22
167	+28.26	+29.88	+6.22
168	+28.26	+29.88	+6.22
169	+28.26	+29.88	+6.22
170	+28.26	+29.88	+6.22
171	+28.26	+29.87	+6.22
172	+28.26	+29.88	+6.22
173	+28.26	+29.88	+6.22
174	+28.26	+29.88	+6.22
175	+28.26	+29.87	+6.22
176	+28.26	+29.88	+6.22
177	+28.26	+29.88	+6.22
178	+28.26	+29.87	+6.22
179	+28.26	+29.88	+6.22
180	+28.26	+29.87	+6.22
181	+28.26	+29.88	+6.22
182	+28.26	+29.88	+6.22
183	+28.26	+29.87	+6.22
184	+28.26	+29.88	+6.22
185	+28.26	+29.87	+6.22
186	+28.26	+29.87	+6.22
187	+28.26	+29.87	+6.22
188	+28.26	+29.87	+6.22
189	+28.26	+29.87	+6.22
190	+28.26	+29.87	+6.22
191	+28.26	+29.88	+6.22
192	+28.28	+29.88	+6.22
193	+28.26	+29.88	+6.22
194	+28.26	+29.88	+6.22
195	+28.28	+29.88	+6.22
196	+28.28	+29.88	+6.22
197	+28.26	+29.88	+6.22
198	+28.28	+29.88	+6.22
199	+28.26	+29.88	+6.22

Ave: R = +28.27 G = +29.88 B = +6.22  cnt = 200
SDR = +0.00925 SNR = +3055.72
SDG = +0.00414 SNG = +7213.41
SDB = +0.00002 SNB = +383654.44
